key,description
node.disk.access.write.hist1.6,no: of write accesses in bin 1 6
node.disk.access.write.hist1.7,no: of write accesses in bin 1 7
node.disk.access.write.hist1.8,no: of write accesses in bin 1 8
node.disk.access.write.hist1.9,no: of write accesses in bin 1 9
node.disk.access.write.hist1.10,no: of write accesses in bin 1 10
node.disk.access.write.hist1.11,no: of write accesses in bin 1 11
node.disk.access.write.hist1.12,no: of write accesses in bin 1 12
node.disk.access.write.hist1.13,no: of write accesses in bin 1 13
node.disk.access.write.hist1.14,no: of write accesses in bin 1 14
node.disk.access.write.hist1.15,no: of write accesses in bin 1 15
node.disk.access.write.hist1.16,no: of write accesses in bin 1 16
node.disk.access.write.hist1.17,no: of write accesses in bin 1 17
node.disk.access.write.hist1.18,no: of write accesses in bin 1 18
node.disk.access.write.hist1.19,no: of write accesses in bin 1 19
node.disk.access.write.hist1.20,no: of write accesses in bin 1 20
node.disk.access.write.hist1.21,no: of write accesses in bin 1 21
node.disk.access.write.hist1.22,no: of write accesses in bin 1 22
node.disk.access.write.hist1.23,no: of write accesses in bin 1 23
node.disk.access.write.hist1.24,no: of write accesses in bin 1 24
node.disk.access.write.hist1.25,no: of write accesses in bin 1 25
node.disk.access.write.hist1.26,no: of write accesses in bin 1 26
node.disk.access.write.hist1.27,no: of write accesses in bin 1 27
node.disk.access.write.hist1.28,no: of write accesses in bin 1 28
node.disk.access.write.hist1.29,no: of write accesses in bin 1 29
node.disk.access.write.hist1.30,no: of write accesses in bin 1 30
node.disk.access.write.hist1.31,no: of write accesses in bin 1 31
node.disk.access.write.hist1.32,no: of write accesses in bin 1 32
node.disk.access.write.hist1.33,no: of write accesses in bin 1 33
node.disk.access.write.hist1.34,no: of write accesses in bin 1 34
node.disk.access.write.hist1.35,no: of write accesses in bin 1 35
node.disk.access.write.hist1.36,no: of write accesses in bin 1 36
node.disk.access.write.hist1.37,no: of write accesses in bin 1 37
node.disk.access.write.hist1.38,no: of write accesses in bin 1 38
node.disk.access.write.hist1.39,no: of write accesses in bin 1 39
node.disk.access.write.hist1.40,no: of write accesses in bin 1 40
node.disk.access.write.hist1.41,no: of write accesses in bin 1 41
node.disk.access.write.hist1.42,no: of write accesses in bin 1 42
node.disk.access.write.hist1.43,no: of write accesses in bin 1 43
node.disk.access.write.hist1.44,no: of write accesses in bin 1 44
node.disk.access.write.hist1.45,no: of write accesses in bin 1 45
node.disk.access.write.hist1.46,no: of write accesses in bin 1 46
node.disk.access.write.hist1.47,no: of write accesses in bin 1 47
node.disk.access.write.hist1.48,no: of write accesses in bin 1 48
node.disk.access.write.hist1.49,no: of write accesses in bin 1 49
node.disk.access.write.hist1.50,no: of write accesses in bin 1 50
node.disk.access.write.hist1.51,no: of write accesses in bin 1 51
node.disk.access.write.hist1.52,no: of write accesses in bin 1 52
node.disk.access.write.hist1.53,no: of write accesses in bin 1 53
node.disk.access.write.hist1.54,no: of write accesses in bin 1 54
node.disk.access.write.hist1.55,no: of write accesses in bin 1 55
node.disk.access.write.hist1.56,no: of write accesses in bin 1 56
node.disk.access.write.hist1.57,no: of write accesses in bin 1 57
node.disk.access.write.hist1.58,no: of write accesses in bin 1 58
node.disk.access.write.hist1.59,no: of write accesses in bin 1 59
node.disk.access.write.hist2.0,no: of write accesses in bin 2 0
node.disk.access.write.hist2.1,no: of write accesses in bin 2 1
node.disk.access.write.hist2.2,no: of write accesses in bin 2 2
node.disk.access.write.hist2.3,no: of write accesses in bin 2 3
node.disk.access.write.hist2.4,no: of write accesses in bin 2 4
node.disk.access.write.hist2.5,no: of write accesses in bin 2 5
node.disk.access.write.hist2.6,no: of write accesses in bin 2 6
node.disk.access.write.hist2.7,no: of write accesses in bin 2 7
node.disk.access.write.hist2.8,no: of write accesses in bin 2 8
node.disk.access.write.hist2.9,no: of write accesses in bin 2 9
node.disk.access.write.hist2.10,no: of write accesses in bin 2 10
node.disk.access.write.hist2.11,no: of write accesses in bin 2 11
node.disk.access.write.hist2.12,no: of write accesses in bin 2 12
node.disk.access.write.hist2.13,no: of write accesses in bin 2 13
node.disk.access.write.hist2.14,no: of write accesses in bin 2 14
node.disk.access.write.hist2.15,no: of write accesses in bin 2 15
node.disk.access.write.hist2.16,no: of write accesses in bin 2 16
node.disk.access.write.hist2.17,no: of write accesses in bin 2 17
node.disk.access.write.hist2.18,no: of write accesses in bin 2 18
node.disk.access.write.hist2.19,no: of write accesses in bin 2 19
node.disk.access.write.hist2.20,no: of write accesses in bin 2 20
node.disk.access.write.hist2.21,no: of write accesses in bin 2 21
node.disk.access.write.hist2.22,no: of write accesses in bin 2 22
node.disk.access.write.hist2.23,no: of write accesses in bin 2 23
node.disk.access.write.hist2.24,no: of write accesses in bin 2 24
node.disk.access.write.hist2.25,no: of write accesses in bin 2 25
node.disk.access.write.hist2.26,no: of write accesses in bin 2 26
node.disk.access.write.hist2.27,no: of write accesses in bin 2 27
node.disk.access.write.hist2.28,no: of write accesses in bin 2 28
node.disk.access.write.hist2.29,no: of write accesses in bin 2 29
node.disk.access.write.hist2.30,no: of write accesses in bin 2 30
node.disk.access.write.hist2.31,no: of write accesses in bin 2 31
node.disk.access.write.hist2.32,no: of write accesses in bin 2 32
node.disk.access.write.hist2.33,no: of write accesses in bin 2 33
node.disk.access.write.hist2.34,no: of write accesses in bin 2 34
node.disk.access.write.hist2.35,no: of write accesses in bin 2 35
node.disk.access.write.hist2.36,no: of write accesses in bin 2 36
node.disk.access.write.hist2.37,no: of write accesses in bin 2 37
node.disk.access.write.hist2.38,no: of write accesses in bin 2 38
node.disk.access.write.hist2.39,no: of write accesses in bin 2 39
node.disk.access.write.hist2.40,no: of write accesses in bin 2 40
node.disk.access.write.hist2.41,no: of write accesses in bin 2 41
node.disk.access.write.hist2.42,no: of write accesses in bin 2 42
node.disk.access.write.hist2.43,no: of write accesses in bin 2 43
node.disk.access.write.hist2.44,no: of write accesses in bin 2 44
node.disk.access.write.hist2.45,no: of write accesses in bin 2 45
node.disk.access.write.hist2.46,no: of write accesses in bin 2 46
node.disk.access.write.hist2.47,no: of write accesses in bin 2 47
node.disk.access.write.hist2.48,no: of write accesses in bin 2 48
node.disk.access.write.hist2.49,no: of write accesses in bin 2 49
node.disk.access.write.hist2.50,no: of write accesses in bin 2 50
node.disk.access.write.hist2.51,no: of write accesses in bin 2 51
node.disk.access.write.hist2.52,no: of write accesses in bin 2 52
node.disk.access.write.hist2.53,no: of write accesses in bin 2 53
node.disk.access.write.hist2.54,no: of write accesses in bin 2 54
node.disk.access.write.hist2.55,no: of write accesses in bin 2 55
node.disk.access.write.hist2.56,no: of write accesses in bin 2 56
node.disk.access.write.hist2.57,no: of write accesses in bin 2 57
node.disk.access.write.hist2.58,no: of write accesses in bin 2 58
node.disk.access.write.hist2.59,no: of write accesses in bin 2 59
node.disk.access.write.hist3.0,no: of write accesses in bin 3 0
node.disk.access.write.hist3.1,no: of write accesses in bin 3 1
node.disk.access.write.hist3.2,no: of write accesses in bin 3 2
node.disk.access.write.hist3.3,no: of write accesses in bin 3 3
node.disk.access.write.hist3.4,no: of write accesses in bin 3 4
node.disk.access.write.hist3.5,no: of write accesses in bin 3 5
node.disk.access.write.hist3.6,no: of write accesses in bin 3 6
node.disk.access.write.hist3.7,no: of write accesses in bin 3 7
node.disk.access.write.hist3.8,no: of write accesses in bin 3 8
node.disk.access.write.hist3.9,no: of write accesses in bin 3 9
node.disk.access.write.hist3.10,no: of write accesses in bin 3 10
node.disk.access.write.hist3.11,no: of write accesses in bin 3 11
node.disk.access.write.hist3.12,no: of write accesses in bin 3 12
node.disk.access.write.hist3.13,no: of write accesses in bin 3 13
node.disk.access.write.hist3.14,no: of write accesses in bin 3 14
node.disk.access.write.hist3.15,no: of write accesses in bin 3 15
node.disk.access.write.hist3.16,no: of write accesses in bin 3 16
node.disk.access.write.hist3.17,no: of write accesses in bin 3 17
node.disk.access.write.hist3.18,no: of write accesses in bin 3 18
node.disk.access.write.hist3.19,no: of write accesses in bin 3 19
node.disk.access.write.hist3.20,no: of write accesses in bin 3 20
node.disk.access.write.hist3.21,no: of write accesses in bin 3 21
node.disk.access.write.hist3.22,no: of write accesses in bin 3 22
node.disk.access.write.hist3.23,no: of write accesses in bin 3 23
node.disk.access.write.hist3.24,no: of write accesses in bin 3 24
node.disk.access.write.hist3.25,no: of write accesses in bin 3 25
node.disk.access.write.hist3.26,no: of write accesses in bin 3 26
node.disk.access.write.hist3.27,no: of write accesses in bin 3 27
node.disk.access.write.hist3.28,no: of write accesses in bin 3 28
node.disk.access.write.hist3.29,no: of write accesses in bin 3 29
node.disk.access.write.hist3.30,no: of write accesses in bin 3 30
node.disk.access.write.hist3.31,no: of write accesses in bin 3 31
node.disk.access.write.hist3.32,no: of write accesses in bin 3 32
node.disk.access.write.hist3.33,no: of write accesses in bin 3 33
node.disk.access.write.hist3.34,no: of write accesses in bin 3 34
node.disk.access.write.hist3.35,no: of write accesses in bin 3 35
node.disk.access.write.hist3.36,no: of write accesses in bin 3 36
node.disk.access.write.hist3.37,no: of write accesses in bin 3 37
node.disk.access.write.hist3.38,no: of write accesses in bin 3 38
node.disk.access.write.hist3.39,no: of write accesses in bin 3 39
node.disk.access.write.hist3.40,no: of write accesses in bin 3 40
node.disk.access.write.hist3.41,no: of write accesses in bin 3 41
node.disk.access.write.hist3.42,no: of write accesses in bin 3 42
node.disk.access.write.hist3.43,no: of write accesses in bin 3 43
node.disk.access.write.hist3.44,no: of write accesses in bin 3 44
node.disk.access.write.hist3.45,no: of write accesses in bin 3 45
node.disk.access.write.hist3.46,no: of write accesses in bin 3 46
node.disk.access.write.hist3.47,no: of write accesses in bin 3 47
node.disk.access.write.hist3.48,no: of write accesses in bin 3 48
node.disk.access.write.hist3.49,no: of write accesses in bin 3 49
node.disk.access.write.hist3.50,no: of write accesses in bin 3 50
node.disk.access.write.hist3.51,no: of write accesses in bin 3 51
node.disk.access.write.hist3.52,no: of write accesses in bin 3 52
node.disk.access.write.hist3.53,no: of write accesses in bin 3 53
node.disk.access.write.hist3.54,no: of write accesses in bin 3 54
node.disk.access.write.hist3.55,no: of write accesses in bin 3 55
node.disk.access.write.hist3.56,no: of write accesses in bin 3 56
node.disk.access.write.hist3.57,no: of write accesses in bin 3 57
node.disk.access.write.hist3.58,no: of write accesses in bin 3 58
node.disk.access.write.hist3.59,no: of write accesses in bin 3 59
node.disk.access.write.hist4.0,no: of write accesses in bin 4 0
node.disk.access.write.hist4.1,no: of write accesses in bin 4 1
node.disk.access.write.hist4.2,no: of write accesses in bin 4 2
node.disk.access.write.hist4.3,no: of write accesses in bin 4 3
node.disk.access.write.hist4.4,no: of write accesses in bin 4 4
node.disk.access.write.hist4.5,no: of write accesses in bin 4 5
node.disk.access.write.hist4.6,no: of write accesses in bin 4 6
node.disk.access.write.hist4.7,no: of write accesses in bin 4 7
node.disk.access.write.hist4.8,no: of write accesses in bin 4 8
node.disk.access.write.hist4.9,no: of write accesses in bin 4 9
node.disk.access.write.hist4.10,no: of write accesses in bin 4 10
node.disk.access.write.hist4.11,no: of write accesses in bin 4 11
node.disk.access.write.hist4.12,no: of write accesses in bin 4 12
node.disk.access.write.hist4.13,no: of write accesses in bin 4 13
node.disk.access.write.hist4.14,no: of write accesses in bin 4 14
node.disk.access.write.hist4.15,no: of write accesses in bin 4 15
node.disk.access.write.hist4.16,no: of write accesses in bin 4 16
node.disk.access.write.hist4.17,no: of write accesses in bin 4 17
node.disk.access.write.hist4.18,no: of write accesses in bin 4 18
node.disk.access.write.hist4.19,no: of write accesses in bin 4 19
node.disk.access.write.hist4.20,no: of write accesses in bin 4 20
node.disk.access.write.hist4.21,no: of write accesses in bin 4 21
node.disk.access.write.hist4.22,no: of write accesses in bin 4 22
node.disk.access.write.hist4.23,no: of write accesses in bin 4 23
node.disk.access.write.hist4.24,no: of write accesses in bin 4 24
node.disk.access.write.hist4.25,no: of write accesses in bin 4 25
node.disk.access.write.hist4.26,no: of write accesses in bin 4 26
node.disk.access.write.hist4.27,no: of write accesses in bin 4 27
node.disk.access.write.hist4.28,no: of write accesses in bin 4 28
node.disk.access.write.hist4.29,no: of write accesses in bin 4 29
node.disk.access.write.hist4.30,no: of write accesses in bin 4 30
node.disk.access.write.hist4.31,no: of write accesses in bin 4 31
node.disk.access.write.hist4.32,no: of write accesses in bin 4 32
node.disk.access.write.hist4.33,no: of write accesses in bin 4 33
node.disk.access.write.hist4.34,no: of write accesses in bin 4 34
node.disk.access.write.hist4.35,no: of write accesses in bin 4 35
node.disk.access.write.hist4.36,no: of write accesses in bin 4 36
node.disk.access.write.hist4.37,no: of write accesses in bin 4 37
node.disk.access.write.hist4.38,no: of write accesses in bin 4 38
node.disk.access.write.hist4.39,no: of write accesses in bin 4 39
node.disk.access.write.hist4.40,no: of write accesses in bin 4 40
node.disk.access.write.hist4.41,no: of write accesses in bin 4 41
node.disk.access.write.hist4.42,no: of write accesses in bin 4 42
node.disk.access.write.hist4.43,no: of write accesses in bin 4 43
node.disk.access.write.hist4.44,no: of write accesses in bin 4 44
node.disk.access.write.hist4.45,no: of write accesses in bin 4 45
node.disk.access.write.hist4.46,no: of write accesses in bin 4 46
node.disk.access.write.hist4.47,no: of write accesses in bin 4 47
node.disk.access.write.hist4.48,no: of write accesses in bin 4 48
node.disk.access.write.hist4.49,no: of write accesses in bin 4 49
node.disk.access.write.hist4.50,no: of write accesses in bin 4 50
node.disk.access.write.hist4.51,no: of write accesses in bin 4 51
node.disk.access.write.hist4.52,no: of write accesses in bin 4 52
node.disk.access.write.hist4.53,no: of write accesses in bin 4 53
node.disk.access.write.hist4.54,no: of write accesses in bin 4 54
node.disk.access.write.hist4.55,no: of write accesses in bin 4 55
node.disk.access.write.hist4.56,no: of write accesses in bin 4 56
node.disk.access.write.hist4.57,no: of write accesses in bin 4 57
node.disk.access.write.hist4.58,no: of write accesses in bin 4 58
node.disk.access.write.hist4.59,no: of write accesses in bin 4 59
node.disk.access.write.hist5.0,no: of write accesses in bin 5 0
node.disk.access.write.hist5.1,no: of write accesses in bin 5 1
node.disk.access.write.hist5.2,no: of write accesses in bin 5 2
node.disk.access.write.hist5.3,no: of write accesses in bin 5 3
node.disk.access.write.hist5.4,no: of write accesses in bin 5 4
node.disk.access.write.hist5.5,no: of write accesses in bin 5 5
node.disk.access.write.hist5.6,no: of write accesses in bin 5 6
node.disk.access.write.hist5.7,no: of write accesses in bin 5 7
node.disk.access.write.hist5.8,no: of write accesses in bin 5 8
node.disk.access.write.hist5.9,no: of write accesses in bin 5 9
node.disk.access.write.hist5.10,no: of write accesses in bin 5 10
node.disk.access.write.hist5.11,no: of write accesses in bin 5 11
node.disk.access.write.hist5.12,no: of write accesses in bin 5 12
node.disk.access.write.hist5.13,no: of write accesses in bin 5 13
node.disk.access.write.hist5.14,no: of write accesses in bin 5 14
node.disk.access.write.hist5.15,no: of write accesses in bin 5 15
node.disk.access.write.hist5.16,no: of write accesses in bin 5 16
